seq_beneficiario;dat_inicio_direito;des_categoria;desc_entidade;val_cargo;val_redutor_teto;nom_municipio;sgl_uf;dat_requerimento;dat_doc_completa;dat_deferimento;mes_deferimento;dias_uteis_concessao
189239;2024-12-01;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3919,84;3919,84;BELO HORIZONTE;MG;2025-01-22;2025-01-27;2025-01-28;Janeiro/2025;2
189229;2025-01-07;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1603,01;1603,01;OLIVEIRA;MG;2025-01-22;2025-01-27;2025-01-28;Janeiro/2025;2
189245;2024-12-28;FILHO(A) LC 64/2002;UNIMONTES UNIV MONTES CLAROS;3218,73;3459,83;MONTES CLAROS;MG;2025-01-24;2025-01-27;2025-01-28;Janeiro/2025;2
189244;2024-12-28;FILHO(A) LC 64/2002;UNIMONTES UNIV MONTES CLAROS;3218,73;3459,83;MONTES CLAROS;MG;2025-01-23;2025-01-27;2025-01-28;Janeiro/2025;2
189250;2024-04-02;CONJUGE;SECRETARIA DA EDUCACAO;1019,44;1518,0;LIBERDADE;MG;2024-05-03;2025-01-28;2025-01-29;Janeiro/2025;2
189264;2024-12-25;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1747,93;1747,93;DESEMBARGADOR OTONI;MG;2025-01-22;2025-01-27;2025-01-29;Janeiro/2025;3
189242;2025-01-14;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2558,86;2558,86;ARACUAI;MG;2025-01-21;2025-01-27;2025-01-29;Janeiro/2025;3
189227;2024-11-30;CONJUGE;SECRETARIA DA EDUCACAO;996,41;1518,0;BELO HORIZONTE;MG;2025-01-21;2025-01-24;2025-01-29;Janeiro/2025;4
189241;2024-11-26;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;2108,67;2108,67;PIRAPORA;MG;2025-01-22;2025-01-28;2025-01-29;Janeiro/2025;2
189246;2025-01-02;CONJUGE;POLICIA CIVIL;12100,83;12100,83;BELO HORIZONTE;MG;2025-01-23;2025-01-28;2025-01-29;Janeiro/2025;2
189275;2024-12-14;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1688,35;1688,35;GUANHAES;MG;2025-01-28;2025-01-30;2025-01-30;Janeiro/2025;1
189267;2024-11-25;CONJUGE;SECRETARIA DA EDUCACAO;3924,08;4445,67;CAMPOS GERAIS;MG;2025-01-14;2025-01-29;2025-01-30;Janeiro/2025;2
189256;2024-12-31;EX-CONJUGE COM PENSAO ALIMENTICIA;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;30953,83;30953,83;BRUMADINHO;MG;2025-01-15;2025-01-29;2025-01-30;Janeiro/2025;2
189273;2024-11-12;CONJUGE;SECRETARIA DA EDUCACAO;996,41;1518,0;UBERLANDIA;MG;2025-01-24;;2025-01-31;Janeiro/2025;6
189287;2024-12-06;CONJUGE;SECRETARIA DA EDUCACAO;3553,94;4078,8;VARGINHA;MG;2025-01-27;2025-01-29;2025-01-31;Janeiro/2025;3
189292;2025-01-16;CONJUGE;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;30805,96;30805,96;BELO HORIZONTE;MG;2025-01-30;2025-01-30;2025-01-31;Janeiro/2025;2
189293;2023-11-26;FILHO(A) INVALIDO(A);TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;13467,16;13467,16;BELO HORIZONTE;MG;2024-01-18;;2025-01-31;Janeiro/2025;272
189295;2024-09-15;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;15519,57;15519,57;POCOS DE CALDAS;MG;2024-12-09;2025-01-30;2025-01-31;Janeiro/2025;2
189282;2025-01-19;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;12514,1;12514,1;BELO HORIZONTE;MG;2025-01-27;2025-01-29;2025-01-31;Janeiro/2025;3
189288;2024-08-05;CONJUGE;SECRETARIA DA EDUCACAO;2315,56;2315,56;CONCEICAO DE IPANEMA;MG;2024-08-09;2025-01-29;2025-01-31;Janeiro/2025;3
189251;2024-12-07;CONJUGE;SECRETARIA DA EDUCACAO;1256,82;1518,0;SAO DOMINGOS DO PRATA;MG;2025-01-23;2025-01-28;2025-01-31;Janeiro/2025;4
189291;2025-01-27;CONJUGE;SECRETARIA DA EDUCACAO;2597,21;2597,21;SAO JOAO EVANGELISTA;MG;2025-01-27;2025-01-29;2025-01-31;Janeiro/2025;3
189289;2025-01-17;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;3079,63;3079,63;BELO HORIZONTE;MG;2025-01-24;2025-01-29;2025-01-31;Janeiro/2025;3
189286;2024-12-16;CONJUGE;SECRETARIA DA EDUCACAO;2805,12;2805,12;CORDISBURGO;MG;2025-01-24;2025-01-29;2025-01-31;Janeiro/2025;3
189277;2025-02-01;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1262,53;1518,0;CORONEL FABRICIANO;MG;2024-09-06;2024-10-22;2025-02-03;Fevereiro/2025;75
189278;2025-02-01;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1262,53;1518,0;CORONEL FABRICIANO;MG;2024-06-06;2024-10-22;2025-02-03;Fevereiro/2025;75
189299;2025-01-13;CONJUGE;SECRETARIA DA EDUCACAO;1417,09;1518,0;MONTES CLAROS;MG;2025-01-29;2025-01-31;2025-02-03;Fevereiro/2025;2
189271;2024-11-15;CONJUGE;SECRETARIA DE ESTADO DE GOVERNO;4262,07;4262,07;BELO HORIZONTE;MG;2025-01-24;;2025-02-03;Fevereiro/2025;7
189307;2024-12-02;CONJUGE;SECRETARIA DA FAZENDA;2083,95;2083,95;BELO HORIZONTE;MG;2024-12-02;2024-12-16;2025-02-03;Fevereiro/2025;36
189281;2024-04-10;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;1391,86;1518,0;ALFENAS;MG;2024-06-26;2025-01-29;2025-02-03;Fevereiro/2025;4
189298;2025-01-18;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2413,77;2413,77;CONTAGEM;MG;2025-01-27;2025-01-29;2025-02-03;Fevereiro/2025;4
189300;2024-12-05;CONJUGE;SECRETARIA DA EDUCACAO;1031,54;1518,0;POMPEU;MG;2024-01-28;2025-01-31;2025-02-03;Fevereiro/2025;2
189268;2025-01-19;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;7383,62;7383,62;BELO HORIZONTE;MG;2025-01-24;;2025-02-03;Fevereiro/2025;7
189297;2025-01-16;CONJUGE;SECRETARIA DA EDUCACAO;3350,15;3350,15;BETIM;MG;2025-01-28;2025-01-31;2025-02-03;Fevereiro/2025;2
189284;2024-12-18;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;1827,6;1827,6;BELO HORIZONTE;MG;2025-01-24;2025-01-29;2025-02-03;Fevereiro/2025;4
189285;2024-12-28;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;2075,94;2075,94;JUIZ DE FORA;MG;2025-01-24;2025-01-29;2025-02-03;Fevereiro/2025;4
186948;2019-11-15;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;3407,27;3407,27;CATAGUASES;MG;2020-01-09;2025-02-03;2025-02-04;Fevereiro/2025;2
189322;2025-01-22;CONJUGE;POLICIA CIVIL;12100,82;12100,82;POCOS DE CALDAS;MG;2025-01-30;2025-02-03;2025-02-04;Fevereiro/2025;2
189303;2025-01-21;CONJUGE;SECRETARIA DA EDUCACAO;3580,49;3580,49;CARANDAI;MG;2025-01-27;2025-01-31;2025-02-04;Fevereiro/2025;3
189313;2024-08-09;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;2794,09;2794,09;ALMENARA;MG;2024-08-09;2025-02-03;2025-02-04;Fevereiro/2025;2
189318;2023-11-26;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;6853,72;6853,72;ARAGUARI;MG;2024-01-09;2025-02-03;2025-02-04;Fevereiro/2025;2
189315;2024-11-03;CONJUGE;SECRETARIA DA EDUCACAO;3730,87;3730,87;JANAUBA;MG;2025-01-28;2025-01-31;2025-02-04;Fevereiro/2025;3
189306;2024-10-22;CONJUGE;SECRETARIA DA EDUCACAO;1149,38;1518,0;SETE LAGOAS;MG;2024-12-23;2025-01-31;2025-02-04;Fevereiro/2025;3
189319;2025-01-25;CONJUGE;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;35270,17;35270,17;BELO HORIZONTE;MG;2025-01-30;2025-02-03;2025-02-04;Fevereiro/2025;2
189341;2024-11-17;CONJUGE;SECRETARIA DA EDUCACAO;2979,56;2979,56;UBERLANDIA;MG;2024-12-30;2025-02-05;2025-02-05;Fevereiro/2025;1
187987;2024-06-16;CONJUGE;SECRETARIA DA EDUCACAO;1248,27;1518,0;SABINOPOLIS;MG;2024-08-28;2025-01-28;2025-02-05;Fevereiro/2025;7
189321;2024-12-20;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;13695,44;13695,44;VISCONDE DO RIO BRANCO;MG;2025-01-31;2025-02-03;2025-02-05;Fevereiro/2025;3
189326;2024-12-20;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;3753,35;3753,35;BELO HORIZONTE;MG;2025-02-03;2025-02-03;2025-02-05;Fevereiro/2025;3
189238;2025-02-01;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1321,74;1518,0;LAGOA DOS PATOS;MG;2025-01-09;2024-11-21;2025-02-05;Fevereiro/2025;55
189328;2025-01-10;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;2624,59;2624,59;GUIRICEMA;MG;2025-01-27;2025-01-30;2025-02-05;Fevereiro/2025;5
189320;2024-12-03;CONJUGE;SECRETARIA DE EDUCACAO;1196,28;1518,0;BETIM;MG;2025-01-13;2025-02-03;2025-02-05;Fevereiro/2025;3
189343;2025-02-03;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2397,52;2397,52;MARIO CAMPOS;MG;2025-02-03;2025-02-05;2025-02-06;Fevereiro/2025;2
189356;2024-11-10;CONJUGE;SECRETARIA DA EDUCACAO;3273,34;3273,34;ARAXA;MG;2024-12-18;2025-01-13;2025-02-06;Fevereiro/2025;19
189360;2024-11-19;CONJUGE;SECRETARIA DA EDUCACAO;1318,68;1518,0;BERTOPOLIS;MG;2025-01-16;2025-01-21;2025-02-06;Fevereiro/2025;13
189345;2025-01-12;CONJUGE;SECRETARIA DE SAUDE;1434,51;1518,0;CONTAGEM;MG;2025-02-03;2025-02-05;2025-02-06;Fevereiro/2025;2
189311;2024-12-18;CONJUGE;SECRETARIA DA EDUCACAO;993,14;1518,0;IPANEMA;MG;2025-01-06;2025-02-03;2025-02-06;Fevereiro/2025;4
189370;2024-12-19;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;30953,83;30953,83;BELO HORIZONTE;MG;2024-02-04;2025-02-06;2025-02-07;Fevereiro/2025;2
189366;2025-01-02;CONJUGE;SECRETARIA DE SAUDE;3143,62;3143,62;BOCAIUVA;MG;2025-01-25;2025-02-05;2025-02-07;Fevereiro/2025;3
189350;2024-11-01;CONJUGE;SECRETARIA DA EDUCACAO;996,41;1518,0;SANTA LUZIA;MG;2025-01-20;2025-01-31;2025-02-07;Fevereiro/2025;6
189327;2025-01-07;CONJUGE;SECRETARIA DA EDUCACAO;2477,81;2477,81;PASSOS;MG;2025-01-15;2025-02-04;2025-02-07;Fevereiro/2025;4
189369;2025-01-17;CONJUGE;SECRETARIA DE ESTADO DE INFRAESTRUTURA, MOBILIDADE E PARCERIAS;1434,51;1518,0;BELO HORIZONTE;MG;2025-01-24;2025-02-05;2025-02-07;Fevereiro/2025;3
189332;2025-01-28;CONJUGE;POLICIA CIVIL;4963,82;4963,82;TIMOTEO;MG;2025-01-28;;2025-02-07;Fevereiro/2025;9
189340;2025-01-22;CONJUGE;SECRETARIA DA EDUCACAO;1002,53;1518,0;JUVENILIA;MG;2025-01-22;2025-02-05;2025-02-07;Fevereiro/2025;3
189368;2024-11-13;CONJUGE;SECRETARIA DA EDUCACAO;1939,64;1939,64;MARIANA;MG;2025-01-21;2025-02-06;2025-02-07;Fevereiro/2025;2
189371;2025-01-26;CONJUGE;POLICIA CIVIL;5387,11;5387,11;UBERABA;MG;2025-02-04;2025-02-05;2025-02-07;Fevereiro/2025;3
189372;2025-01-26;FILHO(A) LC 64/2002;POLICIA CIVIL;5387,11;5387,11;UBERABA;MG;2025-02-04;2025-02-05;2025-02-07;Fevereiro/2025;3
189344;2024-12-31;CONJUGE;SECRETARIA DA EDUCACAO;1602,88;1602,88;OURO PRETO;MG;2025-02-04;2025-02-05;2025-02-07;Fevereiro/2025;3
189365;2024-09-29;CONJUGE;SECRETARIA DA EDUCACAO;1007,28;1518,0;BOM JESUS DO AMPARO;MG;2024-12-27;2025-01-09;2025-02-07;Fevereiro/2025;22
189374;2025-01-03;CONJUGE;POLICIA CIVIL;13311,82;13311,82;CONTAGEM;MG;2025-01-16;2025-02-06;2025-02-10;Fevereiro/2025;3
189362;2024-08-10;PAI OU MAE;SECRETARIA DA EDUCACAO;1386,53;1518,0;MURIAE;MG;2024-09-10;2025-02-05;2025-02-10;Fevereiro/2025;4
189363;2024-08-10;PAI OU MAE;SECRETARIA DA EDUCACAO;1386,53;1518,0;MURIAE;MG;2024-09-13;2025-02-05;2025-02-10;Fevereiro/2025;4
189373;2025-01-21;CONJUGE;SECRETARIA DA EDUCACAO;3219,37;3219,37;BOCAIUVA;MG;2025-01-21;2025-02-05;2025-02-10;Fevereiro/2025;4
189333;2024-12-06;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;3971,39;CONTAGEM;MG;2025-01-20;2025-02-09;2025-02-10;Fevereiro/2025;1
189334;2024-12-06;FILHO(A) LC 64/2002;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;3971,39;CONTAGEM;MG;2025-01-06;2025-02-09;2025-02-10;Fevereiro/2025;1
189335;2024-12-06;FILHO(A) LC 64/2002;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;3971,39;CONTAGEM;MG;2025-01-06;2025-02-09;2025-02-10;Fevereiro/2025;1
189336;2024-12-06;FILHO(A) LC 64/2002;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3971,39;3971,39;CONTAGEM;MG;2025-01-20;2025-02-09;2025-02-10;Fevereiro/2025;1
189375;2025-01-03;FILHO(A) LC 64/2002;POLICIA CIVIL;13311,82;13311,82;CONTAGEM;MG;2025-02-06;2025-02-06;2025-02-10;Fevereiro/2025;3
189383;2025-01-19;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;ARICANDUVA;MG;2025-01-28;2025-02-04;2025-02-11;Fevereiro/2025;6
189387;2025-01-16;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1912,68;1912,68;PEDRA AZUL;MG;2025-01-27;2025-02-10;2025-02-11;Fevereiro/2025;2
189367;2024-12-10;CONJUGE;SECRETARIA DA EDUCACAO;7295,63;7295,63;SANTANA DO PARAISO;MG;2024-12-23;2025-02-06;2025-02-11;Fevereiro/2025;4
189376;2025-01-19;CONJUGE;SECRETARIA DA EDUCACAO;2091,72;2091,72;LAGOA SANTA;MG;2025-02-04;2025-02-05;2025-02-11;Fevereiro/2025;5
189384;2025-01-06;CONJUGE;POLICIA CIVIL;8772,81;8772,81;IGARAPE;MG;2025-01-28;2025-02-07;2025-02-11;Fevereiro/2025;3
189402;2025-01-12;CONJUGE;SECRETARIA DE GOVERNO;5520,73;5520,73;BELO HORIZONTE;MG;2025-02-11;2025-02-12;2025-02-12;Fevereiro/2025;1
189403;2025-01-14;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1122,81;1518,0;DIVINOPOLIS;MG;2025-02-03;2025-02-10;2025-02-13;Fevereiro/2025;4
189393;2024-11-24;CONJUGE;SECRETARIA DE SAUDE;996,41;1518,0;MONTES CLAROS;MG;2025-02-07;2025-02-11;2025-02-13;Fevereiro/2025;3
189394;2024-09-03;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;2827,83;2827,83;RIBEIRAO DAS NEVES;MG;2024-10-02;2025-02-10;2025-02-13;Fevereiro/2025;4
189395;2024-12-20;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3919,84;3919,84;CURVELO;MG;2025-02-06;2025-02-11;2025-02-13;Fevereiro/2025;3
189404;2024-08-22;FILHO(A) INVALIDO(A);SEC DE PLANEJAMENTO E GESTAO;2907,99;2907,99;BRUMADINHO;MG;2024-08-22;2025-02-10;2025-02-13;Fevereiro/2025;4
189249;2024-11-08;CONJUGE;SECRETARIA DA EDUCACAO;3211,91;3211,91;GOVERNADOR VALADARES;MG;2025-01-23;2025-02-12;2025-02-13;Fevereiro/2025;2
189399;2025-01-21;CONJUGE;SECRETARIA DA EDUCACAO;1923,65;1923,65;DIVINOPOLIS;MG;2025-01-31;2025-02-05;2025-02-13;Fevereiro/2025;7
189338;2025-02-13;EX-CONJUGE COM PENSAO ALIMENTICIA;POLICIA CIVIL;15457,48;15457,48;BELO HORIZONTE;MG;2025-01-24;2024-12-26;2025-02-13;Fevereiro/2025;36
189232;2024-12-31;CONJUGE;SECRETARIA DA EDUCACAO;3380,99;3380,99;LAGOA DA PRATA;MG;2025-01-08;;2025-02-13;Fevereiro/2025;27
189405;2025-01-03;CONJUGE;POLICIA CIVIL;12100,82;12100,82;BRUMADINHO;MG;2025-01-24;2025-02-12;2025-02-14;Fevereiro/2025;3
189413;2025-01-14;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;BELO HORIZONTE;MG;2025-02-13;2025-02-13;2025-02-14;Fevereiro/2025;2
189414;2025-01-13;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;10518,75;10518,75;MACHADO;MG;2025-02-05;2025-02-10;2025-02-14;Fevereiro/2025;5
189412;2024-12-25;CONJUGE;SECRETARIA DA EDUCACAO;1976,3;1976,3;OURO PRETO;MG;2025-01-31;2025-02-11;2025-02-14;Fevereiro/2025;4
189429;2025-02-11;CONJUGE;SECRETARIA DA EDUCACAO;2867,63;2867,63;BELO HORIZONTE;MG;2025-02-11;2025-02-14;2025-02-17;Fevereiro/2025;2
189423;2024-04-25;COMPANHEIRO(A);POLICIA CIVIL;12184,81;12184,81;BELO HORIZONTE;MG;2024-04-25;2025-02-14;2025-02-17;Fevereiro/2025;2
189427;2025-01-22;CONJUGE;SECRETARIA DA EDUCACAO;2548,57;2548,57;PARA DE MINAS;MG;2025-02-03;2025-02-04;2025-02-17;Fevereiro/2025;10
189430;2024-12-20;CONJUGE;SECRETARIA DA EDUCACAO;2000,5;2000,5;POTE;MG;2025-01-30;2025-02-14;2025-02-17;Fevereiro/2025;2
189428;2025-01-04;CONJUGE;SECRETARIA DA EDUCACAO;4210,19;4210,19;BELO HORIZONTE;MG;2025-02-04;2025-02-14;2025-02-17;Fevereiro/2025;2
189436;2016-12-22;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;10363,81;9554,04;BELO HORIZONTE;MG;2019-09-11;2025-02-14;2025-02-17;Fevereiro/2025;2
189416;2025-02-02;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;SAO SEBASTIAO DA VARGEM ALEGRE;MG;2025-02-10;2025-02-13;2025-02-18;Fevereiro/2025;4
189431;2024-10-28;CONJUGE;SECRETARIA DA FAZENDA;34712,21;34712,21;BELO HORIZONTE;MG;2024-12-23;2025-02-17;2025-02-18;Fevereiro/2025;2
189425;2025-01-05;CONJUGE;SECRETARIA DA EDUCACAO;6178,63;6178,63;PAINEIRAS;MG;2025-01-15;2025-02-14;2025-02-18;Fevereiro/2025;3
189432;2025-01-14;CONJUGE;SECRETARIA DA EDUCACAO;2921,55;2921,55;RIBEIRAO DAS NEVES;MG;2025-02-13;2025-02-14;2025-02-18;Fevereiro/2025;3
189506;2024-11-08;CONJUGE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;996,41;1518,0;ITAMBACURI;MG;2025-01-22;2025-02-12;2025-02-21;Fevereiro/2025;8
189489;2024-06-05;CONJUGE;SECRETARIA DA EDUCACAO;2087,44;2087,44;SAO SEBASTIAO DO PARAISO;MG;2024-06-14;2025-02-21;2025-02-21;Fevereiro/2025;1
189494;2024-08-23;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;1005,89;1518,0;VISCONDE DO RIO BRANCO;MG;2024-09-09;2024-10-14;2025-02-21;Fevereiro/2025;95
189479;2025-02-21;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;10929,02;11203,3;POMPEU;MG;2024-09-09;2025-02-19;2025-02-21;Fevereiro/2025;3
189500;2025-01-28;CONJUGE;SECRETARIA DE DESENVOLVIMENTO ECONOMICO;1633,61;1633,61;BELO HORIZONTE;MG;2025-02-14;2025-02-20;2025-02-21;Fevereiro/2025;2
189406;2024-11-08;COMPANHEIRO(A);SECRETARIA DE SAUDE;4315,04;4315,04;BOTELHOS;MG;2025-01-28;2025-02-11;2025-02-21;Fevereiro/2025;9
189482;2024-12-12;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2643,9;2643,9;SAO PEDRO DO AVAI;MG;2024-12-12;2025-02-17;2025-02-21;Fevereiro/2025;5
189483;2024-09-08;FILHO(A) LC 64/2002;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2643,9;2643,9;SAO PEDRO DO AVAI;MG;2024-12-12;2025-02-17;2025-02-21;Fevereiro/2025;5
189490;2025-01-18;CONJUGE;SECRETARIA DA EDUCACAO;2605,71;2605,71;SANTO ANTONIO DO MONTE;MG;2025-02-18;2025-02-20;2025-02-21;Fevereiro/2025;2
189497;2024-11-08;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1863,28;1863,28;PATOS DE MINAS;MG;2025-02-03;2025-02-20;2025-02-21;Fevereiro/2025;2
189447;2025-01-26;COMPANHEIRO(A);POLICIA CIVIL;11744,9;11744,9;CONTAGEM;MG;2025-01-30;2025-02-11;2025-02-21;Fevereiro/2025;9
189452;2025-01-30;CONJUGE;SECRETARIA DA EDUCACAO;3426,03;3426,03;ARAGUARI;MG;2025-02-04;2025-02-18;2025-02-21;Fevereiro/2025;4
189477;2024-12-15;CONJUGE;SECRETARIA DA FAZENDA;4261,28;4261,28;CRISTAIS;MG;2025-01-22;2025-02-19;2025-02-21;Fevereiro/2025;3
189024;2024-11-27;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2108,63;2108,63;MURIAE;MG;2024-12-09;;2025-02-21;Fevereiro/2025;55
189485;2025-01-31;CONJUGE;SECRETARIA DA EDUCACAO;2425,76;2425,76;BETIM;MG;2025-02-13;2025-02-19;2025-02-21;Fevereiro/2025;3
189437;2025-01-09;CONJUGE;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;125507,66;41845,49;BELO HORIZONTE;MG;2025-02-05;2025-02-14;2025-02-21;Fevereiro/2025;6
189438;2025-01-09;FILHO(A) LC 64/2002;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;125507,66;41845,49;BELO HORIZONTE;MG;2025-02-05;2025-02-14;2025-02-21;Fevereiro/2025;6
189475;2025-01-26;CONJUGE;SECRETARIA DA FAZENDA;26481,34;26481,34;BUGRE;MG;2025-02-12;2025-02-13;2025-02-21;Fevereiro/2025;7
189476;2025-01-26;FILHO(A) LC 64/2002;SECRETARIA DA FAZENDA;26481,34;26481,34;BUGRE;MG;2025-02-12;2025-02-13;2025-02-21;Fevereiro/2025;7
189401;2024-12-11;CONJUGE;SECRETARIA DA EDUCACAO;3403,5;3403,5;SERTAOZINHO;SP;2024-12-11;2025-02-10;2025-02-21;Fevereiro/2025;10
189484;2025-01-09;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1161,53;1518,0;CATUJI;MG;2025-02-13;2025-02-19;2025-02-21;Fevereiro/2025;3
189492;2024-12-20;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;3197,92;3197,92;IPATINGA;MG;2025-01-10;2025-02-04;2025-02-21;Fevereiro/2025;14
189459;2025-01-03;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;5139,3;5139,3;PASSOS;MG;2025-02-06;2025-02-18;2025-02-21;Fevereiro/2025;4
189440;2025-01-30;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;POUSO ALEGRE;MG;2025-02-10;2025-02-13;2025-02-21;Fevereiro/2025;7
189450;2024-12-10;CONJUGE;SECRETARIA DA EDUCACAO;3022,2;3022,2;PARAGUACU;MG;2025-01-20;2025-02-18;2025-02-21;Fevereiro/2025;4
189487;2025-02-22;CONJUGE;SECRETARIA DA FAZENDA;33119,43;33119,43;JUIZ DE FORA;MG;2025-01-03;2025-01-28;2025-02-24;Fevereiro/2025;20
189499;2025-02-05;CONJUGE;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;51075,39;41845,49;BELO HORIZONTE;MG;2025-02-17;2025-02-20;2025-02-24;Fevereiro/2025;3
189486;2025-01-18;CONJUGE;FUNED FUNDACAO EZEQUIEL DIAS;8053,37;8053,37;BELO HORIZONTE;MG;2025-02-17;2025-02-19;2025-02-24;Fevereiro/2025;4
189211;2024-12-25;CONJUGE;SECRETARIA DA EDUCACAO;4509,88;4509,88;ITABIRA;MG;2025-01-07;2025-01-23;2025-02-24;Fevereiro/2025;23
189516;2025-02-05;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;SABARA;MG;2025-02-19;2025-02-23;2025-02-24;Fevereiro/2025;1
189496;2024-12-06;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1640,6;1640,6;TAUBATE;SP;2025-02-18;2025-02-20;2025-02-24;Fevereiro/2025;3
189520;2025-02-15;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;7309,51;7309,51;BELO HORIZONTE;MG;2025-02-19;2025-02-21;2025-02-24;Fevereiro/2025;2
189498;2024-11-23;CONJUGE;SECRETARIA DA EDUCACAO;996,41;1518,0;MADRE DE DEUS DE MINAS;MG;2025-02-18;2025-02-20;2025-02-24;Fevereiro/2025;3
189507;2024-12-20;CONJUGE;UNIMONTES UNIV MONTES CLAROS;1095,83;1518,0;MONTES CLAROS;MG;2025-02-18;2025-02-20;2025-02-24;Fevereiro/2025;3
189528;2025-02-17;CONJUGE;SECRETARIA DA EDUCACAO;9977,6;9977,6;PARA DE MINAS;MG;2025-02-17;2025-02-20;2025-02-24;Fevereiro/2025;3
189508;2024-12-10;CONJUGE;SECRETARIA DA EDUCACAO;2624,82;2624,82;RIO CASCA;MG;2025-02-18;2025-02-21;2025-02-24;Fevereiro/2025;2
189502;2024-11-14;CONJUGE;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2380,52;2380,52;MANHUACU;MG;2024-11-14;;2025-02-24;Fevereiro/2025;73
189503;2024-11-14;FILHO(A) LC 64/2002;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;2380,52;2380,52;MANHUACU;MG;2024-11-14;;2025-02-24;Fevereiro/2025;73
